day;IdLabel;loc;prob;volm;rel;prof;discard;cohort;cond;experiment;rint
85;m80;2;0;0;0;NA;0;2;PV2;3;0.857142857
85;m80;3;0.2;9.6;1;0;0;2;PV2;3;0.857142857
85;m80;4;0.5;9.6;1;1;0;2;PV2;3;0.857142857
85;m81;1;0.5;20.8;1;1;0;2;PV4;3;0.857142857
85;m81;2;0.2;20.8;1;0;0;2;PV4;3;0.857142857
85;m81;3;0;0;0;NA;0;2;PV4;3;0.857142857
85;m81;4;0;0;0;NA;0;2;PV4;3;0.857142857
85;m82;1;0.2;9.6;1;1;0;2;VP1;3;0.666666667
85;m82;2;0.2;4.8;1;0;0;2;VP1;3;0.666666667
85;m82;3;0;0;0;NA;0;2;VP1;3;0.666666667
85;m82;4;0;0;0;NA;0;2;VP1;3;0.666666667
85;m83;1;0.7;4.8;1;0;0;2;VP3;3;0.666666667
85;m83;2;0.7;9.6;1;1;0;2;VP3;3;0.666666667
85;m83;3;0;0;0;NA;0;2;VP3;3;0.666666667
85;m83;4;0;0;0;NA;0;2;VP3;3;0.666666667
85;m84;1;0.2;14.4;1;0;0;2;PV3;3;0.857142857
85;m84;2;0.5;14.4;1;1;0;2;PV3;3;0.857142857
85;m84;3;0;0;0;NA;0;2;PV3;3;0.857142857
85;m84;4;0;0;0;NA;0;2;PV3;3;0.857142857
86;m75;1;0;0;0;NA;0;2;VP4;3;0.666666667
86;m75;2;0;0;0;NA;0;2;VP4;3;0.666666667
86;m75;3;0.8;4.8;1;0;0;2;VP4;3;0.666666667
86;m75;4;0.8;9.6;1;1;0;2;VP4;3;0.666666667
86;m76;1;0;0;0;NA;0;2;PV1;3;0.857142857
86;m76;2;0;0;0;NA;0;2;PV1;3;0.857142857
86;m76;3;0.2;4.8;1;0;0;2;PV1;3;0.857142857
86;m76;4;0.5;4.8;1;1;0;2;PV1;3;0.857142857
86;m79;1;0;0;0;NA;0;2;VP2;3;0.666666667
86;m79;2;0;0;0;NA;0;2;VP2;3;0.666666667
86;m79;3;0.5;9.6;1;1;0;2;VP2;3;0.666666667
86;m79;4;0.5;4.8;1;0;0;2;VP2;3;0.666666667
86;m80;1;0;0;0;NA;0;2;PV2;3;0.857142857
86;m80;2;0;0;0;NA;0;2;PV2;3;0.857142857
86;m80;3;0.5;9.6;1;1;0;2;PV2;3;0.857142857
86;m80;4;0.2;9.6;1;0;0;2;PV2;3;0.857142857
86;m81;1;0.2;20.8;1;0;0;2;PV4;3;0.857142857
86;m81;2;0.5;20.8;1;1;0;2;PV4;3;0.857142857
86;m81;3;0;0;0;NA;0;2;PV4;3;0.857142857
86;m81;4;0;0;0;NA;0;2;PV4;3;0.857142857
86;m82;1;0.2;4.8;1;0;0;2;VP1;3;0.666666667
86;m82;2;0.2;9.6;1;1;0;2;VP1;3;0.666666667
86;m82;3;0;0;0;NA;0;2;VP1;3;0.666666667
86;m82;4;0;0;0;NA;0;2;VP1;3;0.666666667
86;m83;1;0.7;9.6;1;1;0;2;VP3;3;0.666666667
86;m83;2;0.7;4.8;1;0;0;2;VP3;3;0.666666667
86;m83;3;0;0;0;NA;0;2;VP3;3;0.666666667
86;m83;4;0;0;0;NA;0;2;VP3;3;0.666666667
86;m84;1;0.5;14.4;1;1;0;2;PV3;3;0.857142857
86;m84;2;0.2;14.4;1;0;0;2;PV3;3;0.857142857
86;m84;3;0;0;0;NA;0;2;PV3;3;0.857142857
86;m84;4;0;0;0;NA;0;2;PV3;3;0.857142857
87;m75;1;0.5;9.6;1;1;0;2;PV2;3;0.857142857
87;m75;2;0;0;0;NA;0;2;PV2;3;0.857142857
87;m75;3;0;0;0;NA;0;2;PV2;3;0.857142857
87;m75;4;0.2;9.6;1;0;0;2;PV2;3;0.857142857
87;m76;1;0.5;14.4;1;1;0;2;PV3;3;0.857142857
87;m76;2;0;0;0;NA;0;2;PV3;3;0.857142857
87;m76;3;0;0;0;NA;0;2;PV3;3;0.857142857
87;m76;4;0.2;14.4;1;0;0;2;PV3;3;0.857142857
87;m79;1;0.8;4.8;1;0;0;2;VP4;3;0.666666667
87;m79;2;0;0;0;NA;0;2;VP4;3;0.666666667
87;m79;3;0;0;0;NA;0;2;VP4;3;0.666666667
87;m79;4;0.8;9.6;1;1;0;2;VP4;3;0.666666667
87;m80;1;0.2;20.8;1;0;0;2;PV4;3;0.857142857
87;m80;2;0;0;0;NA;0;2;PV4;3;0.857142857
87;m80;3;0;0;0;NA;0;2;PV4;3;0.857142857
87;m80;4;0.5;20.8;1;1;0;2;PV4;3;0.857142857
87;m81;1;0;0;0;NA;0;2;VP2;3;0.666666667
87;m81;2;0.5;4.8;1;0;0;2;VP2;3;0.666666667
87;m81;3;0.5;9.6;1;1;0;2;VP2;3;0.666666667
87;m81;4;0;0;0;NA;0;2;VP2;3;0.666666667
87;m82;1;0;0;0;NA;0;2;VP3;3;0.666666667
87;m82;2;0.7;4.8;1;0;0;2;VP3;3;0.666666667
87;m82;3;0.7;9.6;1;1;0;2;VP3;3;0.666666667
87;m82;4;0;0;0;NA;0;2;VP3;3;0.666666667
87;m83;1;0;0;0;NA;0;2;PV1;3;0.857142857
87;m83;2;0.5;4.8;1;1;0;2;PV1;3;0.857142857
87;m83;3;0.2;4.8;1;0;0;2;PV1;3;0.857142857
87;m83;4;0;0;0;NA;0;2;PV1;3;0.857142857
87;m84;1;0;0;0;NA;0;2;VP1;3;0.666666667
87;m84;2;0.2;9.6;1;1;0;2;VP1;3;0.666666667
87;m84;3;0.2;4.8;1;0;0;2;VP1;3;0.666666667
87;m84;4;0;0;0;NA;0;2;VP1;3;0.666666667
88;m75;1;0.2;9.6;1;0;0;2;PV2;3;0.857142857
88;m75;2;0;0;0;NA;0;2;PV2;3;0.857142857
88;m75;3;0;0;0;NA;0;2;PV2;3;0.857142857
88;m75;4;0.5;9.6;1;1;0;2;PV2;3;0.857142857
88;m76;1;0.2;14.4;1;0;0;2;PV3;3;0.857142857
88;m76;2;0;0;0;NA;0;2;PV3;3;0.857142857
88;m76;3;0;0;0;NA;0;2;PV3;3;0.857142857
88;m76;4;0.5;14.4;1;1;0;2;PV3;3;0.857142857
88;m79;1;0.8;9.6;1;1;0;2;VP4;3;0.666666667
88;m79;2;0;0;0;NA;0;2;VP4;3;0.666666667
88;m79;3;0;0;0;NA;0;2;VP4;3;0.666666667
88;m79;4;0.8;4.8;1;0;0;2;VP4;3;0.666666667
88;m80;1;0.5;20.8;1;1;0;2;PV4;3;0.857142857
88;m80;2;0;0;0;NA;0;2;PV4;3;0.857142857
88;m80;3;0;0;0;NA;0;2;PV4;3;0.857142857
88;m80;4;0.2;20.8;1;0;0;2;PV4;3;0.857142857
88;m81;1;0;0;0;NA;0;2;VP2;3;0.666666667
88;m81;2;0.5;9.6;1;1;0;2;VP2;3;0.666666667
88;m81;3;0.5;4.8;1;0;0;2;VP2;3;0.666666667
88;m81;4;0;0;0;NA;0;2;VP2;3;0.666666667
88;m82;1;0;0;0;NA;0;2;VP3;3;0.666666667
88;m82;2;0.7;9.6;1;1;0;2;VP3;3;0.666666667
88;m82;3;0.7;4.8;1;0;0;2;VP3;3;0.666666667
88;m82;4;0;0;0;NA;0;2;VP3;3;0.666666667
88;m83;1;0;0;0;NA;0;2;PV1;3;0.857142857
88;m83;2;0.2;4.8;1;0;0;2;PV1;3;0.857142857
88;m83;3;0.5;4.8;1;1;0;2;PV1;3;0.857142857
88;m83;4;0;0;0;NA;0;2;PV1;3;0.857142857
88;m84;1;0;0;0;NA;0;2;VP1;3;0.666666667
88;m84;2;0.2;4.8;1;0;0;2;VP1;3;0.666666667
88;m84;3;0.2;9.6;1;1;0;2;VP1;3;0.666666667
88;m84;4;0;0;0;NA;0;2;VP1;3;0.666666667
89;m75;1;0.2;20.8;1;0;0;2;PV4;3;0.857142857
89;m75;2;0.5;20.8;1;1;0;2;PV4;3;0.857142857
89;m75;3;0;0;0;NA;0;2;PV4;3;0.857142857
89;m75;4;0;0;0;NA;0;2;PV4;3;0.857142857
89;m76;1;0.2;4.8;1;0;0;2;VP1;3;0.666666667
89;m76;2;0.2;9.6;1;1;0;2;VP1;3;0.666666667
89;m76;3;0;0;0;NA;0;2;VP1;3;0.666666667
89;m76;4;0;0;0;NA;0;2;VP1;3;0.666666667
89;m79;1;0.5;9.6;1;1;0;2;PV2;3;0.857142857
89;m79;2;0.2;9.6;1;0;0;2;PV2;3;0.857142857
89;m79;3;0;0;0;NA;0;2;PV2;3;0.857142857
89;m79;4;0;0;0;NA;0;2;PV2;3;0.857142857
89;m80;1;0.5;9.6;1;1;0;2;VP2;3;0.666666667
89;m80;2;0.5;4.8;1;0;0;2;VP2;3;0.666666667
89;m80;3;0;0;0;NA;0;2;VP2;3;0.666666667
89;m80;4;0;0;0;NA;0;2;VP2;3;0.666666667
89;m81;1;0;0;0;NA;0;2;VP4;3;0.666666667
89;m81;2;0;0;0;NA;0;2;VP4;3;0.666666667
89;m81;3;0.8;4.8;1;0;0;2;VP4;3;0.666666667
89;m81;4;0.8;9.6;1;1;0;2;VP4;3;0.666666667
89;m82;1;0;0;0;NA;0;2;PV1;3;0.857142857
89;m82;2;0;0;0;NA;0;2;PV1;3;0.857142857
89;m82;3;0.2;4.8;1;0;0;2;PV1;3;0.857142857
89;m82;4;0.5;4.8;1;1;0;2;PV1;3;0.857142857
89;m83;1;0;0;0;NA;0;2;PV3;3;0.857142857
89;m83;2;0;0;0;NA;0;2;PV3;3;0.857142857
89;m83;3;0.5;14.4;1;1;0;2;PV3;3;0.857142857
89;m83;4;0.2;14.4;1;0;0;2;PV3;3;0.857142857
89;m84;1;0;0;0;NA;0;2;VP3;3;0.666666667
89;m84;2;0;0;0;NA;0;2;VP3;3;0.666666667
89;m84;3;0.7;9.6;1;1;0;2;VP3;3;0.666666667
89;m84;4;0.7;4.8;1;0;0;2;VP3;3;0.666666667
90;m75;1;0.5;20.8;1;1;0;2;PV4;3;0.857142857
90;m75;2;0.2;20.8;1;0;0;2;PV4;3;0.857142857
90;m75;3;0;0;0;NA;0;2;PV4;3;0.857142857
90;m75;4;0;0;0;NA;0;2;PV4;3;0.857142857
90;m76;1;0.2;9.6;1;1;0;2;VP1;3;0.666666667
90;m76;2;0.2;4.8;1;0;0;2;VP1;3;0.666666667
90;m76;3;0;0;0;NA;0;2;VP1;3;0.666666667
90;m76;4;0;0;0;NA;0;2;VP1;3;0.666666667
90;m79;1;0.2;9.6;1;0;0;2;PV2;3;0.857142857
90;m79;2;0.5;9.6;1;1;0;2;PV2;3;0.857142857
90;m79;3;0;0;0;NA;0;2;PV2;3;0.857142857
90;m79;4;0;0;0;NA;0;2;PV2;3;0.857142857
90;m80;1;0.5;4.8;1;0;0;2;VP2;3;0.666666667
90;m80;2;0.5;9.6;1;1;0;2;VP2;3;0.666666667
90;m80;3;0;0;0;NA;0;2;VP2;3;0.666666667
90;m80;4;0;0;0;NA;0;2;VP2;3;0.666666667
90;m81;1;0;0;0;NA;0;2;VP4;3;0.666666667
90;m81;2;0;0;0;NA;0;2;VP4;3;0.666666667
90;m81;3;0.8;9.6;1;1;0;2;VP4;3;0.666666667
90;m81;4;0.8;4.8;1;0;0;2;VP4;3;0.666666667
90;m82;1;0;0;0;NA;0;2;PV1;3;0.857142857
90;m82;2;0;0;0;NA;0;2;PV1;3;0.857142857
90;m82;3;0.5;4.8;1;1;0;2;PV1;3;0.857142857
90;m82;4;0.2;4.8;1;0;0;2;PV1;3;0.857142857
90;m83;1;0;0;0;NA;0;2;PV3;3;0.857142857
90;m83;2;0;0;0;NA;0;2;PV3;3;0.857142857
90;m83;3;0.2;14.4;1;0;0;2;PV3;3;0.857142857
90;m83;4;0.5;14.4;1;1;0;2;PV3;3;0.857142857
90;m84;1;0;0;0;NA;0;2;VP3;3;0.666666667
90;m84;2;0;0;0;NA;0;2;VP3;3;0.666666667
90;m84;3;0.7;4.8;1;0;0;2;VP3;3;0.666666667
90;m84;4;0.7;9.6;1;1;0;2;VP3;3;0.666666667
91;m75;1;0;0;0;NA;0;2;VP1;3;0.666666667
91;m75;2;0.2;4.8;1;0;0;2;VP1;3;0.666666667
91;m75;3;0.2;9.6;1;1;0;2;VP1;3;0.666666667
91;m75;4;0;0;0;NA;0;2;VP1;3;0.666666667
91;m76;1;0;0;0;NA;0;2;VP2;3;0.666666667
91;m76;2;0.5;4.8;1;0;0;2;VP2;3;0.666666667
91;m76;3;0.5;9.6;1;1;0;2;VP2;3;0.666666667
91;m76;4;0;0;0;NA;0;2;VP2;3;0.666666667
91;m79;1;0;0;0;NA;0;2;PV3;3;0.857142857
91;m79;2;0.5;14.4;1;1;0;2;PV3;3;0.857142857
91;m79;3;0.2;14.4;1;0;0;2;PV3;3;0.857142857
91;m79;4;0;0;0;NA;0;2;PV3;3;0.857142857
91;m80;1;0;0;0;NA;0;2;VP3;3;0.666666667
91;m80;2;0.7;9.6;1;1;0;2;VP3;3;0.666666667
91;m80;3;0.7;4.8;1;0;0;2;VP3;3;0.666666667
91;m80;4;0;0;0;NA;0;2;VP3;3;0.666666667
91;m81;1;0.2;4.8;1;0;0;2;PV1;3;0.857142857
91;m81;2;0;0;0;NA;0;2;PV1;3;0.857142857
91;m81;3;0;0;0;NA;0;2;PV1;3;0.857142857
91;m81;4;0.5;4.8;1;1;0;2;PV1;3;0.857142857
91;m82;1;0.2;9.6;1;0;0;2;PV2;3;0.857142857
91;m82;2;0;0;0;NA;0;2;PV2;3;0.857142857
91;m82;3;0;0;0;NA;0;2;PV2;3;0.857142857
91;m82;4;0.5;9.6;1;1;0;2;PV2;3;0.857142857
91;m83;1;0.5;20.8;1;1;0;2;PV4;3;0.857142857
91;m83;2;0;0;0;NA;0;2;PV4;3;0.857142857
91;m83;3;0;0;0;NA;0;2;PV4;3;0.857142857
91;m83;4;0.2;20.8;1;0;0;2;PV4;3;0.857142857
91;m84;1;0.8;9.6;1;1;0;2;VP4;3;0.666666667
91;m84;2;0;0;0;NA;0;2;VP4;3;0.666666667
91;m84;3;0;0;0;NA;0;2;VP4;3;0.666666667
91;m84;4;0.8;4.8;1;0;0;2;VP4;3;0.666666667
92;m75;1;0;0;0;NA;0;2;VP1;3;0.666666667
92;m75;2;0.2;9.6;1;1;0;2;VP1;3;0.666666667
92;m75;3;0.2;4.8;1;0;0;2;VP1;3;0.666666667
92;m75;4;0;0;0;NA;0;2;VP1;3;0.666666667
92;m76;1;0;0;0;NA;0;2;VP2;3;0.666666667
92;m76;2;0.5;9.6;1;1;0;2;VP2;3;0.666666667
92;m76;3;0.5;4.8;1;0;0;2;VP2;3;0.666666667
92;m76;4;0;0;0;NA;0;2;VP2;3;0.666666667
92;m79;1;0;0;0;NA;0;2;PV3;3;0.857142857
92;m79;2;0.2;14.4;1;0;0;2;PV3;3;0.857142857
92;m79;3;0.5;14.4;1;1;0;2;PV3;3;0.857142857
92;m79;4;0;0;0;NA;0;2;PV3;3;0.857142857
92;m80;1;0;0;0;NA;0;2;VP3;3;0.666666667
92;m80;2;0.7;4.8;1;0;0;2;VP3;3;0.666666667
92;m80;3;0.7;9.6;1;1;0;2;VP3;3;0.666666667
92;m80;4;0;0;0;NA;0;2;VP3;3;0.666666667
92;m81;1;0.5;4.8;1;1;0;2;PV1;3;0.857142857
92;m81;2;0;0;0;NA;0;2;PV1;3;0.857142857
92;m81;3;0;0;0;NA;0;2;PV1;3;0.857142857
92;m81;4;0.2;4.8;1;0;0;2;PV1;3;0.857142857
92;m82;1;0.5;9.6;1;1;0;2;PV2;3;0.857142857
92;m82;2;0;0;0;NA;0;2;PV2;3;0.857142857
92;m82;3;0;0;0;NA;0;2;PV2;3;0.857142857
92;m82;4;0.2;9.6;1;0;0;2;PV2;3;0.857142857
92;m83;1;0.2;20.8;1;0;0;2;PV4;3;0.857142857
92;m83;2;0;0;0;NA;0;2;PV4;3;0.857142857
92;m83;3;0;0;0;NA;0;2;PV4;3;0.857142857
92;m83;4;0.5;20.8;1;1;0;2;PV4;3;0.857142857
92;m84;1;0.8;4.8;1;0;0;2;VP4;3;0.666666667
92;m84;2;0;0;0;NA;0;2;VP4;3;0.666666667
92;m84;3;0;0;0;NA;0;2;VP4;3;0.666666667
92;m84;4;0.8;9.6;1;1;0;2;VP4;3;0.666666667
93;m75;1;0;0;0;NA;0;2;VP3;3;0.666666667
93;m75;2;0.7;4.8;1;0;0;2;VP3;3;0.666666667
93;m75;3;0.7;9.6;1;1;0;2;VP3;3;0.666666667
93;m75;4;0;0;0;NA;0;2;VP3;3;0.666666667
93;m76;1;0;0;0;NA;0;2;VP4;3;0.666666667
93;m76;2;0.8;4.8;1;0;0;2;VP4;3;0.666666667
93;m76;3;0.8;9.6;1;1;0;2;VP4;3;0.666666667
93;m76;4;0;0;0;NA;0;2;VP4;3;0.666666667
93;m79;1;0;0;0;NA;0;2;VP1;3;0.666666667
93;m79;2;0.2;9.6;1;1;0;2;VP1;3;0.666666667
93;m79;3;0.2;4.8;1;0;0;2;VP1;3;0.666666667
93;m79;4;0;0;0;NA;0;2;VP1;3;0.666666667
93;m80;1;0;0;0;NA;0;2;PV1;3;0.857142857
93;m80;2;0.5;4.8;1;1;0;2;PV1;3;0.857142857
93;m80;3;0.2;4.8;1;0;0;2;PV1;3;0.857142857
93;m80;4;0;0;0;NA;0;2;PV1;3;0.857142857
93;m81;1;0.2;14.4;1;0;0;2;PV3;3;0.857142857
93;m81;2;0;0;0;NA;0;2;PV3;3;0.857142857
93;m81;3;0;0;0;NA;0;2;PV3;3;0.857142857
93;m81;4;0.5;14.4;1;1;0;2;PV3;3;0.857142857
93;m82;1;0.2;20.8;1;0;0;2;PV4;3;0.857142857
93;m82;2;0;0;0;NA;0;2;PV4;3;0.857142857
93;m82;3;0;0;0;NA;0;2;PV4;3;0.857142857
93;m82;4;0.5;20.8;1;1;0;2;PV4;3;0.857142857
93;m83;1;0.5;9.6;1;1;0;2;VP2;3;0.666666667
93;m83;2;0;0;0;NA;0;2;VP2;3;0.666666667
93;m83;3;0;0;0;NA;0;2;VP2;3;0.666666667
93;m83;4;0.5;4.8;1;0;0;2;VP2;3;0.666666667
93;m84;1;0.5;9.6;1;1;0;2;PV2;3;0.857142857
93;m84;2;0;0;0;NA;0;2;PV2;3;0.857142857
93;m84;3;0;0;0;NA;0;2;PV2;3;0.857142857
93;m84;4;0.2;9.6;1;0;0;2;PV2;3;0.857142857
94;m75;1;0;0;0;NA;0;2;VP3;3;0.666666667
94;m75;2;0.7;9.6;1;1;0;2;VP3;3;0.666666667
94;m75;3;0.7;4.8;1;0;0;2;VP3;3;0.666666667
94;m75;4;0;0;0;NA;0;2;VP3;3;0.666666667
94;m76;1;0;0;0;NA;0;2;VP4;3;0.666666667
94;m76;2;0.8;9.6;1;1;0;2;VP4;3;0.666666667
94;m76;3;0.8;4.8;1;0;0;2;VP4;3;0.666666667
94;m76;4;0;0;0;NA;0;2;VP4;3;0.666666667
94;m79;1;0;0;0;NA;0;2;VP1;3;0.666666667
94;m79;2;0.2;4.8;1;0;0;2;VP1;3;0.666666667
94;m79;3;0.2;9.6;1;1;0;2;VP1;3;0.666666667
94;m79;4;0;0;0;NA;0;2;VP1;3;0.666666667
94;m80;1;0;0;0;NA;0;2;PV1;3;0.857142857
94;m80;2;0.2;4.8;1;0;0;2;PV1;3;0.857142857
94;m80;3;0.5;4.8;1;1;0;2;PV1;3;0.857142857
94;m80;4;0;0;0;NA;0;2;PV1;3;0.857142857
94;m81;1;0.5;14.4;1;1;0;2;PV3;3;0.857142857
94;m81;2;0;0;0;NA;0;2;PV3;3;0.857142857
94;m81;3;0;0;0;NA;0;2;PV3;3;0.857142857
94;m81;4;0.2;14.4;1;0;0;2;PV3;3;0.857142857
94;m82;1;0.5;20.8;1;1;0;2;PV4;3;0.857142857
94;m82;2;0;0;0;NA;0;2;PV4;3;0.857142857
94;m82;3;0;0;0;NA;0;2;PV4;3;0.857142857
94;m82;4;0.2;20.8;1;0;0;2;PV4;3;0.857142857
94;m83;1;0.5;4.8;1;0;0;2;VP2;3;0.666666667
94;m83;2;0;0;0;NA;0;2;VP2;3;0.666666667
94;m83;3;0;0;0;NA;0;2;VP2;3;0.666666667
94;m83;4;0.5;9.6;1;1;0;2;VP2;3;0.666666667
94;m84;1;0.2;9.6;1;0;0;2;PV2;3;0.857142857
94;m84;2;0;0;0;NA;0;2;PV2;3;0.857142857
94;m84;3;0;0;0;NA;0;2;PV2;3;0.857142857
94;m84;4;0.5;9.6;1;1;0;2;PV2;3;0.857142857
95;m75;1;0.2;4.8;1;0;0;2;PV1;3;0.857142857
95;m75;2;0;0;0;NA;0;2;PV1;3;0.857142857
95;m75;3;0;0;0;NA;0;2;PV1;3;0.857142857
95;m75;4;0.5;4.8;1;1;0;2;PV1;3;0.857142857
95;m76;1;0.2;9.6;1;0;0;2;PV2;3;0.857142857
95;m76;2;0;0;0;NA;0;2;PV2;3;0.857142857
95;m76;3;0;0;0;NA;0;2;PV2;3;0.857142857
95;m76;4;0.5;9.6;1;1;0;2;PV2;3;0.857142857
95;m79;1;0.7;9.6;1;1;0;2;VP3;3;0.666666667
95;m79;2;0;0;0;NA;0;2;VP3;3;0.666666667
95;m79;3;0;0;0;NA;0;2;VP3;3;0.666666667
95;m79;4;0.7;4.8;1;0;0;2;VP3;3;0.666666667
95;m80;1;0.5;14.4;1;1;0;2;PV3;3;0.857142857
95;m80;2;0;0;0;NA;0;2;PV3;3;0.857142857
95;m80;3;0;0;0;NA;0;2;PV3;3;0.857142857
95;m80;4;0.2;14.4;1;0;0;2;PV3;3;0.857142857
95;m81;1;0;0;0;NA;0;2;VP1;3;0.666666667
95;m81;2;0.2;9.6;1;1;0;2;VP1;3;0.666666667
95;m81;3;0.2;4.8;1;0;0;2;VP1;3;0.666666667
95;m81;4;0;0;0;NA;0;2;VP1;3;0.666666667
95;m82;1;0;0;0;NA;0;2;VP2;3;0.666666667
95;m82;2;0.5;9.6;1;1;0;2;VP2;3;0.666666667
95;m82;3;0.5;4.8;1;0;0;2;VP2;3;0.666666667
95;m82;4;0;0;0;NA;0;2;VP2;3;0.666666667
95;m83;1;0;0;0;NA;0;2;VP4;3;0.666666667
95;m83;2;0.8;4.8;1;0;0;2;VP4;3;0.666666667
95;m83;3;0.8;9.6;1;1;0;2;VP4;3;0.666666667
95;m83;4;0;0;0;NA;0;2;VP4;3;0.666666667
95;m84;1;0;0;0;NA;0;2;PV4;3;0.857142857
95;m84;2;0.2;20.8;1;0;0;2;PV4;3;0.857142857
95;m84;3;0.5;20.8;1;1;0;2;PV4;3;0.857142857
95;m84;4;0;0;0;NA;0;2;PV4;3;0.857142857
96;m75;1;0.5;4.8;1;1;0;2;PV1;3;0.857142857
96;m75;2;0;0;0;NA;0;2;PV1;3;0.857142857
96;m75;3;0;0;0;NA;0;2;PV1;3;0.857142857
96;m75;4;0.2;4.8;1;0;0;2;PV1;3;0.857142857
96;m76;1;0.5;9.6;1;1;0;2;PV2;3;0.857142857
96;m76;2;0;0;0;NA;0;2;PV2;3;0.857142857
96;m76;3;0;0;0;NA;0;2;PV2;3;0.857142857
96;m76;4;0.2;9.6;1;0;0;2;PV2;3;0.857142857
96;m79;1;0.7;4.8;1;0;0;2;VP3;3;0.666666667
96;m79;2;0;0;0;NA;0;2;VP3;3;0.666666667
96;m79;3;0;0;0;NA;0;2;VP3;3;0.666666667
96;m79;4;0.7;9.6;1;1;0;2;VP3;3;0.666666667
96;m80;1;0.2;14.4;1;0;0;2;PV3;3;0.857142857
96;m80;2;0;0;0;NA;0;2;PV3;3;0.857142857
96;m80;3;0;0;0;NA;0;2;PV3;3;0.857142857
96;m80;4;0.5;14.4;1;1;0;2;PV3;3;0.857142857
96;m81;1;0;0;0;NA;0;2;VP1;3;0.666666667
96;m81;2;0.2;4.8;1;0;0;2;VP1;3;0.666666667
96;m81;3;0.2;9.6;1;1;0;2;VP1;3;0.666666667
96;m81;4;0;0;0;NA;0;2;VP1;3;0.666666667
96;m82;1;0;0;0;NA;0;2;VP2;3;0.666666667
96;m82;2;0.5;4.8;1;0;0;2;VP2;3;0.666666667
96;m82;3;0.5;9.6;1;1;0;2;VP2;3;0.666666667
96;m82;4;0;0;0;NA;0;2;VP2;3;0.666666667
96;m83;1;0;0;0;NA;0;2;VP4;3;0.666666667
96;m83;2;0.8;9.6;1;1;0;2;VP4;3;0.666666667
96;m83;3;0.8;4.8;1;0;0;2;VP4;3;0.666666667
96;m83;4;0;0;0;NA;0;2;VP4;3;0.666666667
96;m84;1;0;0;0;NA;0;2;PV4;3;0.857142857
96;m84;2;0.5;20.8;1;1;0;2;PV4;3;0.857142857
96;m84;3;0.2;20.8;1;0;0;2;PV4;3;0.857142857
96;m84;4;0;0;0;NA;0;2;PV4;3;0.857142857
97;m75;1;0.3;9.6;1;0;0;2;training;4;0.0001
97;m75;2;0.3;9.6;1;1;0;2;training;4;0.0001
97;m75;3;0.3;9.6;1;1;0;2;training;4;0.0001
97;m75;4;0.3;9.6;1;0;0;2;training;4;0.0001
97;m76;1;0.3;9.6;1;1;0;2;training;4;0.0001
97;m76;2;0.3;9.6;1;0;0;2;training;4;0.0001
97;m76;3;0.3;9.6;1;1;0;2;training;4;0.0001
97;m76;4;0.3;9.6;1;0;0;2;training;4;0.0001
97;m79;1;0.3;9.6;1;1;0;2;training;4;0.0001
97;m79;2;0.3;9.6;1;1;0;2;training;4;0.0001
97;m79;3;0.3;9.6;1;0;0;2;training;4;0.0001
97;m79;4;0.3;9.6;1;0;0;2;training;4;0.0001
97;m80;1;0.3;9.6;1;0;0;2;training;4;0.0001
97;m80;2;0.3;9.6;1;1;0;2;training;4;0.0001
97;m80;3;0.3;9.6;1;1;0;2;training;4;0.0001
97;m80;4;0.3;9.6;1;0;0;2;training;4;0.0001
97;m81;1;0.3;9.6;1;1;0;2;training;4;0.0001
97;m81;2;0.3;9.6;1;1;0;2;training;4;0.0001
97;m81;3;0.3;9.6;1;0;0;2;training;4;0.0001
97;m81;4;0.3;9.6;1;0;0;2;training;4;0.0001
97;m82;1;0.3;9.6;1;1;0;2;training;4;0.0001
97;m82;2;0.3;9.6;1;0;0;2;training;4;0.0001
97;m82;3;0.3;9.6;1;1;0;2;training;4;0.0001
97;m82;4;0.3;9.6;1;0;0;2;training;4;0.0001
97;m83;1;0.3;9.6;1;0;0;2;training;4;0.0001
97;m83;2;0.3;9.6;1;1;0;2;training;4;0.0001
97;m83;3;0.3;9.6;1;0;0;2;training;4;0.0001
97;m83;4;0.3;9.6;1;1;0;2;training;4;0.0001
97;m84;1;0.3;9.6;1;0;0;2;training;4;0.0001
97;m84;2;0.3;9.6;1;1;0;2;training;4;0.0001
97;m84;3;0.3;9.6;1;0;0;2;training;4;0.0001
97;m84;4;0.3;9.6;1;1;0;2;training;4;0.0001
98;m75;1;0.2;4.8;1;0;0;2;BVP1;4;1.2533333
98;m75;2;0;0;0;NA;0;2;BVP1;4;1.2533333
98;m75;3;0.2;20.8;1;1;0;2;BVP1;4;1.2533333
98;m75;4;0;0;0;NA;0;2;BVP1;4;1.2533333
98;m76;1;0.2;4.8;1;0;0;2;BPV1;4;0.857142857
98;m76;2;0;0;0;NA;0;2;BPV1;4;0.857142857
98;m76;3;0.5;4.8;1;1;0;2;BPV1;4;0.857142857
98;m76;4;0;0;0;NA;0;2;BPV1;4;0.857142857
98;m79;1;0;0;0;NA;0;2;I;4;-0.476190476
98;m79;2;0.5;4.8;1;0;0;2;I;4;-0.476190476
98;m79;3;0;0;0;NA;0;2;I;4;-0.476190476
98;m79;4;0.2;20.8;1;1;0;2;I;4;-0.476190476
98;m80;1;0;0;0;NA;0;2;BPV2;4;0.857142857
98;m80;2;0.5;20.8;1;1;0;2;BPV2;4;0.857142857
