"cond";"par";"gamma";"performance";"pred_perf";"obs_perf";"deviance"
"BPV1";0.25;1.2;0.538;0.54686508228043;0.74;0.0373010964425451
"BPV1";0.25;1.25;0.527;0.546535925589362;0.74;0.0374283480875649
"BPV1";0.25;1.3;0.541;0.546055150221059;0.74;0.0376146047557759
"BPV1";0.25;1.35;0.539;0.545764875885904;0.74;0.0377272834396183
"BPV1";0.25;1.4;0.553;0.54570054705628;0.74;0.0377522774142288
"BPV1";0.25;1.45;0.544;0.545897608204574;0.74;0.0376757385007052
"BPV1";0.25;1.5;0.588;0.546391503803169;0.74;0.0374842497995982
"BPV1";0.25;1.55;0.559;0.547199881827656;0.74;0.0371718855672699
"BPV1";0.25;1.6;0.553;0.548296045372537;0.74;0.0367504062198083
"BPV1";0.25;1.65;0.54;0.549648921588574;0.74;0.036233533052393
"BPV1";0.25;1.7;0.531;0.551227437626524;0.74;0.0356350803050478
"BPV1";0.25;1.75;0.532;0.553000520637149;0.74;0.0349688052819775
"BPV1";0.25;1.8;0.553;0.554964846635037;0.74;0.0342380079807953
"BPV1";0.25;1.85;0.579;0.557142457072386;0.74;0.0334368810055244
"BPV1";0.25;1.9;0.563;0.559540327256359;0.74;0.0325656934867419
"BPV1";0.25;1.95;0.552;0.562165432494125;0.74;0.0316251334000016
"BPV1";0.25;2;0.57;0.565024748092849;0.74;0.030616338779971
"BPV1";0.3;0.05;1;0.992470738811267;0.74;0.0637414739559069
"BPV1";0.3;0.1;0.981;0.938855572941886;0.74;0.0395435388900459
"BPV1";0.3;0.15;0.902;0.8885685803076;0.74;0.0220726230546158
"BPV1";0.3;0.2;0.845;0.8418154706043;0.74;0.0103663900543751
"BPV1";0.3;0.25;0.78;0.79880195352788;0.74;0.00345766973869493
"BPV1";0.3;0.3;0.75;0.759658230858011;0.74;0.000386446040466864
"BPV1";0.3;0.35;0.669;0.724197153065176;0.74;0.000249729971245481
"BPV1";0.3;0.4;0.664;0.692148402881481;0.74;0.00228977534679301
"BPV1";0.3;0.45;0.659;0.663241663039036;0.74;0.00589184229301296
"BPV1";0.3;0.5;0.575;0.637206616269946;0.74;0.0105664797386741
"BPV1";0.3;0.55;0.585;0.615459891986595;0.74;0.0155102385039905
"BPV1";0.3;0.6;0.612;0.598723027176809;0.74;0.0199591830500848
"BPV1";0.3;0.65;0.586;0.585683065935857;0.74;0.0238137161389572
"BPV1";0.3;0.7;0.59;0.575027052359009;0.74;0.027216073453357
"BPV1";0.3;0.75;0.567;0.565442030541538;0.74;0.0304704847014613
"BPV1";0.3;0.8;0.561;0.558504599144309;0.74;0.0329405805317679
"BPV1";0.3;0.85;0.584;0.55552135752174;0.74;0.0340323695306215
"BPV1";0.3;0.9;0.563;0.55477435080943;0.74;0.0343085411180682
"BPV1";0.3;0.95;0.557;0.554545624142975;0.74;0.0343933255245188
"BPV1";0.3;1;0.565;0.553117222657973;0.74;0.0349251724670696
"BPV1";0.3;1.05;0.537;0.551298531205274;0.74;0.0356082443252871
"BPV1";0.3;1.1;0.527;0.550692411577424;0.74;0.0358373630343716
"BPV1";0.3;1.15;0.527;0.550771124322568;0.74;0.0358075673901448
"BPV1";0.3;1.2;0.571;0.551006929988854;0.74;0.035718380512238
"BPV1";0.3;1.25;0.55;0.550872089124426;0.74;0.0357693666721592
"BPV1";0.3;1.3;0.562;0.55068018340872;0.74;0.0358419929541558
"BPV1";0.3;1.35;0.558;0.550981710445979;0.74;0.0357279137859276
"BPV1";0.3;1.4;0.562;0.551604304671556;0.74;0.0354929380182878
"BPV1";0.3;1.45;0.56;0.552375600520804;0.74;0.0352029152799291
"BPV1";0.3;1.5;0.571;0.553123232429074;0.74;0.0349229262577578
"BPV1";0.3;1.55;0.555;0.553935611946355;0.74;0.0346199565017775
"BPV1";0.3;1.6;0.535;0.554972403201087;0.74;0.0342352115771812
"BPV1";0.3;1.65;0.547;0.556168119496307;0.74;0.033794160289524
"BPV1";0.3;1.7;0.546;0.557457274135052;0.74;0.0333218467662054
"BPV1";0.3;1.75;0.539;0.558774380420359;0.74;0.0328427251920246
"BPV1";0.3;1.8;0.587;0.560124513570513;0.74;0.0323551906182445
"BPV1";0.3;1.85;0.568;0.561564993483012;0.74;0.0318390515507177
"BPV1";0.3;1.9;0.577;0.56310870047971;0.74;0.0312905318459769
"BPV1";0.3;1.95;0.577;0.564768514882464;0.74;0.0307060733764971
"BPV1";0.3;2;0.543;0.566557317013129;0.74;0.0300823642816841
"BPV1";0.35;0.05;1;1.01527552764916;0.74;0.075776616122522
"BPV1";0.35;0.1;0.994;0.962168615320616;0.74;0.0493588936334797
"BPV1";0.35;0.15;0.947;0.912269116666639;0.74;0.029676648557104
"BPV1";0.35;0.2;0.873;0.865767855691986;0.74;0.0158175535253603
"BPV1";0.35;0.25;0.82;0.822855656401419;0.74;0.00686505979770995
"BPV1";0.35;0.3;0.76;0.783672212889161;0.74;0.0019072621786362
"BPV1";0.35;0.35;0.718;0.748053387720925;0.74;6.48570537835475e-05
"BPV1";0.35;0.4;0.716;0.7157342576087;0.74;0.000588826253800927
"BPV1";0.35;0.45;0.648;0.686449899264476;0.74;0.00286761328878479
"BPV1";0.35;0.5;0.627;0.65993538940024;0.74;0.00641034187049117
"BPV1";0.35;0.55;0.587;0.637436173441995;0.74;0.0105193385182204
"BPV1";0.35;0.6;0.627;0.619612416522865;0.74;0.0144931702554642
"BPV1";0.35;0.65;0.605;0.605321274915521;0.74;0.0181383589903808
"BPV1";0.35;0.7;0.571;0.593419904892635;0.74;0.021485724281684
"BPV1";0.35;0.75;0.595;0.582765462726882;0.74;0.0247226997114916
"BPV1";0.35;0.8;0.573;0.575108299924174;0.74;0.0271892727538963
"BPV1";0.35;0.85;0.602;0.571683502720654;0.74;0.0283304432563879
"BPV1";0.35;0.9;0.594;0.57057532948434;0.74;0.02870471897934
"BPV1";0.35;0.95;0.575;0.569868038583246;0.74;0.0289448842955119
"BPV1";0.35;1;0.568;0.567645888385388;0.74;0.029705939790462
"BPV1";0.35;1.05;0.577;0.564565935104451;0.74;0.0307771111257756
"BPV1";0.35;1.1;0.568;0.562359299030962;0.74;0.0315562186407713
"BPV1";0.35;1.15;0.524;0.5607213346482;0.74;0.0321408398503229
"BPV1";0.35;1.2;0.579;0.559347396439445;0.74;0.0326353631732069
"BPV1";0.35;1.25;0.532;0.557932838887979;0.74;0.0331484511553906
"BPV1";0.35;1.3;0.547;0.556672684612226;0.74;0.0336089045672885
"BPV1";0.35;1.35;0.554;0.555875779343432;0.74;0.0339017286323887
"BPV1";0.35;1.4;0.584;0.55540821223411;0.74;0.0340741281106074
"BPV1";0.35;1.45;0.564;0.555136072436772;0.74;0.0341746717141022
"BPV1";0.35;1.5;0.566;0.554925449103932;0.74;0.0342525893893812
"BPV1";0.35;1.55;0.535;0.554868738712893;0.74;0.0342735839057552
"BPV1";0.35;1.6;0.553;0.555112134824901;0.74;0.0341835226890055
"BPV1";0.35;1.65;0.576;0.555602422218385;0.74;0.0340024666917266
"BPV1";0.35;1.7;0.569;0.556286385671773;0.74;0.0337506920895406
"BPV1";0.35;1.75;0.539;0.557110809963491;0.74;0.0334484558322102
"BPV1";0.35;1.8;0.561;0.558065928410393;0.74;0.0331000064051722
"BPV1";0.35;1.85;0.547;0.559185178519595;0.74;0.0326939996669907
"BPV1";0.35;1.9;0.575;0.560480151354921;0.74;0.0322273760575521
"BPV1";0.35;1.95;0.562;0.561962437980194;0.74;0.0316973734899563
"BPV1";0.35;2;0.557;0.563643629459239;0.74;0.0311015694303103
"BPV1";0.4;0.05;1;1.02544075557481;0.74;0.0814764249431188
"BPV1";0.4;0.1;0.997;0.973561234843325;0.74;0.0545508504215389
"BPV1";0.4;0.15;0.951;0.924700208304949;0.74;0.0341141669478916
"BPV1";0.4;0.2;0.918;0.87899536086619;0.74;0.0193197103423224
"BPV1";0.4;0.25;0.839;0.836584377433557;0.74;0.00932854196422779
"BPV1";0.4;0.3;0.768;0.797566452946595;0.74;0.00331389650485254
"BPV1";0.4;0.35;0.739;0.761821108926631;0.74;0.000476160794787887
"BPV1";0.4;0.4;0.693;0.729156520152844;0.74;0.000117581055195684
"BPV1";0.4;0.45;0.695;0.699380861404413;0.74;0.00164991442024747
"BPV1";0.4;0.5;0.631;0.672302307460519;0.74;0.0045829775751701
"BPV1";0.4;0.55;0.658;0.648839930307134;0.74;0.00831015830640812
"BPV1";0.4;0.6;0.612;0.629485664047578;0.74;0.0122134184510048
"BPV1";0.4;0.65;0.592;0.613406976637045;0.74;0.0160257935641736
"BPV1";0.4;0.7;0.61;0.599771336030734;0.74;0.0196640781986053
"BPV1";0.4;0.75;0.584;0.58774621018384;0.74;0.0231812165133835
"BPV1";0.4;0.8;0.576;0.578958541646779;0.74;0.0259343513085322
"BPV1";0.4;0.85;0.595;0.574365742903135;0.74;0.0274347071240305
"BPV1";0.4;0.9;0.591;0.572130986807852;0.74;0.0281800055901056
"BPV1";0.4;0.95;0.586;0.570417446215876;0.74;0.0287582425479455
"BPV1";0.4;1;0.561;0.567388293982151;0.74;0.0297948010543925
"BPV1";0.4;1.05;0.535;0.563984745814361;0.74;0.0309813697060352
"BPV1";0.4;1.1;0.568;0.561987316852739;0.74;0.0316885153612872
"BPV1";0.4;1.15;0.577;0.560818129101057;0.74;0.0321061428588454
"BPV1";0.4;1.2;0.584;0.559899304563087;0.74;0.0324362604968598
"BPV1";0.4;1.25;0.563;0.558652965242599;0.74;0.0328867470153019
"BPV1";0.4;1.3;0.521;0.557357225614361;0.74;0.0333583830352833
"BPV1";0.4;1.35;0.543;0.556553219026647;0.74;0.0336527214494855
"BPV1";0.4;1.4;0.558;0.556057595793489;0.74;0.0338348080652716
"BPV1";0.4;1.45;0.57;0.555687006228921;0.74;0.033971279672858
"BPV1";0.4;1.5;0.549;0.555258100646976;0.74;0.0341295693765629
