"pset";"nrep";"Choice_type";"cond";"performance"
3;20;1;"VP3";0.688888888888889
3;21;1;"VP3";0.822222222222222
3;22;1;"VP3";0.833333333333333
3;23;1;"VP3";0.955555555555556
3;24;1;"VP3";0.788888888888889
3;25;1;"VP3";0.711111111111111
3;26;1;"VP3";0.844444444444444
3;27;1;"VP3";0.877777777777778
3;28;1;"VP3";0.866666666666667
3;29;1;"VP3";0.822222222222222
3;30;1;"VP3";0.766666666666667
3;31;1;"VP3";0.688888888888889
3;32;1;"VP3";0.844444444444444
3;33;1;"VP3";0.744444444444444
3;34;1;"VP3";0.844444444444444
3;35;1;"VP3";0.822222222222222
3;36;1;"VP3";0.788888888888889
3;37;1;"VP3";0.911111111111111
3;38;1;"VP3";0.888888888888889
3;39;1;"VP3";0.833333333333333
3;40;1;"VP3";0.733333333333333
3;41;1;"VP3";0.833333333333333
3;42;1;"VP3";0.8
3;43;1;"VP3";0.844444444444444
3;44;1;"VP3";0.866666666666667
3;45;1;"VP3";0.844444444444444
3;46;1;"VP3";0.866666666666667
3;47;1;"VP3";0.788888888888889
3;48;1;"VP3";0.877777777777778
3;49;1;"VP3";0.8
3;50;1;"VP3";0.755555555555556
3;51;1;"VP3";0.844444444444444
3;52;1;"VP3";0.822222222222222
3;53;1;"VP3";0.844444444444444
3;54;1;"VP3";0.788888888888889
3;55;1;"VP3";0.788888888888889
3;56;1;"VP3";0.788888888888889
3;57;1;"VP3";0.9
3;58;1;"VP3";0.777777777777778
3;59;1;"VP3";0.833333333333333
3;60;1;"VP3";0.8
3;61;1;"VP3";0.811111111111111
3;62;1;"VP3";0.822222222222222
3;63;1;"VP3";0.811111111111111
3;64;1;"VP3";0.744444444444444
3;65;1;"VP3";0.888888888888889
3;66;1;"VP3";0.822222222222222
3;67;1;"VP3";0.744444444444444
3;68;1;"VP3";0.777777777777778
3;69;1;"VP3";0.822222222222222
3;70;1;"VP3";0.755555555555556
3;71;1;"VP3";0.8
3;72;1;"VP3";0.822222222222222
3;73;1;"VP3";0.833333333333333
3;74;1;"VP3";0.811111111111111
3;75;1;"VP3";0.811111111111111
3;76;1;"VP3";0.777777777777778
3;77;1;"VP3";0.777777777777778
3;78;1;"VP3";0.822222222222222
3;79;1;"VP3";0.822222222222222
3;80;1;"VP3";0.822222222222222
3;81;1;"VP3";0.888888888888889
3;82;1;"VP3";0.766666666666667
3;83;1;"VP3";0.811111111111111
3;84;1;"VP3";0.777777777777778
3;85;1;"VP3";0.844444444444444
3;86;1;"VP3";0.788888888888889
3;87;1;"VP3";0.822222222222222
3;88;1;"VP3";0.877777777777778
3;89;1;"VP3";0.733333333333333
3;90;1;"VP3";0.8
3;91;1;"VP3";0.811111111111111
3;92;1;"VP3";0.855555555555556
3;93;1;"VP3";0.788888888888889
3;94;1;"VP3";0.855555555555556
3;95;1;"VP3";0.833333333333333
3;96;1;"VP3";0.855555555555556
3;97;1;"VP3";0.777777777777778
3;98;1;"VP3";0.822222222222222
3;99;1;"VP3";0.8
3;100;1;"VP3";0.766666666666667
4;1;1;"VP4";0.722222222222222
4;2;1;"VP4";0.811111111111111
4;3;1;"VP4";0.833333333333333
4;4;1;"VP4";0.8
4;5;1;"VP4";0.766666666666667
4;6;1;"VP4";0.877777777777778
4;7;1;"VP4";0.877777777777778
4;8;1;"VP4";0.855555555555556
4;9;1;"VP4";0.777777777777778
4;10;1;"VP4";0.811111111111111
4;11;1;"VP4";0.733333333333333
4;12;1;"VP4";0.911111111111111
4;13;1;"VP4";0.788888888888889
4;14;1;"VP4";0.722222222222222
4;15;1;"VP4";0.744444444444444
4;16;1;"VP4";0.822222222222222
4;17;1;"VP4";0.844444444444444
4;18;1;"VP4";0.755555555555556
4;19;1;"VP4";0.877777777777778
4;20;1;"VP4";0.766666666666667
4;21;1;"VP4";0.855555555555556
4;22;1;"VP4";0.888888888888889
4;23;1;"VP4";0.788888888888889
4;24;1;"VP4";0.877777777777778
4;25;1;"VP4";0.866666666666667
4;26;1;"VP4";0.866666666666667
4;27;1;"VP4";0.855555555555556
4;28;1;"VP4";0.777777777777778
4;29;1;"VP4";0.866666666666667
4;30;1;"VP4";0.788888888888889
4;31;1;"VP4";0.755555555555556
4;32;1;"VP4";0.777777777777778
4;33;1;"VP4";0.744444444444444
4;34;1;"VP4";0.744444444444444
4;35;1;"VP4";0.866666666666667
4;36;1;"VP4";0.8
4;37;1;"VP4";0.8
4;38;1;"VP4";0.7
4;39;1;"VP4";0.755555555555556
4;40;1;"VP4";0.8
4;41;1;"VP4";0.744444444444444
4;42;1;"VP4";0.822222222222222
4;43;1;"VP4";0.8
4;44;1;"VP4";0.855555555555556
4;45;1;"VP4";0.733333333333333
4;46;1;"VP4";0.888888888888889
4;47;1;"VP4";0.833333333333333
4;48;1;"VP4";0.877777777777778
4;49;1;"VP4";0.8
4;50;1;"VP4";0.855555555555556
4;51;1;"VP4";0.811111111111111
4;52;1;"VP4";0.766666666666667
4;53;1;"VP4";0.833333333333333
4;54;1;"VP4";0.811111111111111
4;55;1;"VP4";0.822222222222222
4;56;1;"VP4";0.866666666666667
4;57;1;"VP4";0.822222222222222
4;58;1;"VP4";0.822222222222222
4;59;1;"VP4";0.833333333333333
4;60;1;"VP4";0.8
4;61;1;"VP4";0.822222222222222
4;62;1;"VP4";0.855555555555556
4;63;1;"VP4";0.855555555555556
4;64;1;"VP4";0.833333333333333
4;65;1;"VP4";0.766666666666667
4;66;1;"VP4";0.855555555555556
4;67;1;"VP4";0.855555555555556
4;68;1;"VP4";0.866666666666667
4;69;1;"VP4";0.866666666666667
4;70;1;"VP4";0.855555555555556
4;71;1;"VP4";0.755555555555556
4;72;1;"VP4";0.855555555555556
4;73;1;"VP4";0.788888888888889
4;74;1;"VP4";0.777777777777778
4;75;1;"VP4";0.755555555555556
4;76;1;"VP4";0.844444444444444
4;77;1;"VP4";0.811111111111111
4;78;1;"VP4";0.866666666666667
4;79;1;"VP4";0.755555555555556
4;80;1;"VP4";0.811111111111111
4;81;1;"VP4";0.7
4;82;1;"VP4";0.788888888888889
4;83;1;"VP4";0.744444444444444
4;84;1;"VP4";0.844444444444444
4;85;1;"VP4";0.755555555555556
4;86;1;"VP4";0.8
4;87;1;"VP4";0.844444444444444
4;88;1;"VP4";0.788888888888889
4;89;1;"VP4";0.811111111111111
4;90;1;"VP4";0.777777777777778
4;91;1;"VP4";0.822222222222222
4;92;1;"VP4";0.777777777777778
4;93;1;"VP4";0.7
4;94;1;"VP4";0.744444444444444
4;95;1;"VP4";0.855555555555556
4;96;1;"VP4";0.811111111111111
4;97;1;"VP4";0.777777777777778
4;98;1;"VP4";0.8
4;99;1;"VP4";0.844444444444444
4;100;1;"VP4";0.788888888888889
5;1;1;"PV1";0.911111111111111
5;2;1;"PV1";0.822222222222222
5;3;1;"PV1";0.733333333333333
5;4;1;"PV1";0.888888888888889
5;5;1;"PV1";0.711111111111111
5;6;1;"PV1";0.722222222222222
5;7;1;"PV1";0.622222222222222
5;8;1;"PV1";0.766666666666667
5;9;1;"PV1";0.788888888888889
5;10;1;"PV1";0.755555555555556
5;11;1;"PV1";0.688888888888889
5;12;1;"PV1";0.866666666666667
5;13;1;"PV1";0.711111111111111
5;14;1;"PV1";0.844444444444444
5;15;1;"PV1";0.566666666666667
5;16;1;"PV1";0.7
5;17;1;"PV1";0.855555555555556
5;18;1;"PV1";0.733333333333333
5;19;1;"PV1";0.811111111111111
5;20;1;"PV1";0.833333333333333
5;21;1;"PV1";0.688888888888889
5;22;1;"PV1";0.744444444444444
5;23;1;"PV1";0.688888888888889
5;24;1;"PV1";0.611111111111111
5;25;1;"PV1";0.755555555555556
5;26;1;"PV1";0.722222222222222
5;27;1;"PV1";0.788888888888889
5;28;1;"PV1";0.844444444444444
5;29;1;"PV1";0.722222222222222
5;30;1;"PV1";0.777777777777778
5;31;1;"PV1";0.8
5;32;1;"PV1";0.822222222222222
5;33;1;"PV1";0.888888888888889
5;34;1;"PV1";0.822222222222222
5;35;1;"PV1";0.733333333333333
5;36;1;"PV1";0.755555555555556
5;37;1;"PV1";0.8
5;38;1;"PV1";0.922222222222222
5;39;1;"PV1";0.844444444444444
5;40;1;"PV1";0.655555555555556
5;41;1;"PV1";0.888888888888889
5;42;1;"PV1";0.722222222222222
5;43;1;"PV1";0.744444444444444
5;44;1;"PV1";0.722222222222222
5;45;1;"PV1";0.7
5;46;1;"PV1";0.588888888888889
5;47;1;"PV1";0.766666666666667
5;48;1;"PV1";0.888888888888889
5;49;1;"PV1";0.811111111111111
5;50;1;"PV1";0.711111111111111
5;51;1;"PV1";0.733333333333333
5;52;1;"PV1";0.622222222222222
5;53;1;"PV1";0.777777777777778
5;54;1;"PV1";0.588888888888889
5;55;1;"PV1";0.844444444444444
5;56;1;"PV1";0.8
5;57;1;"PV1";0.788888888888889
5;58;1;"PV1";0.733333333333333
5;59;1;"PV1";0.811111111111111
5;60;1;"PV1";0.811111111111111
5;61;1;"PV1";0.777777777777778
5;62;1;"PV1";0.911111111111111
5;63;1;"PV1";0.822222222222222
5;64;1;"PV1";0.666666666666667
5;65;1;"PV1";0.755555555555556
5;66;1;"PV1";0.788888888888889
5;67;1;"PV1";0.766666666666667
5;68;1;"PV1";0.811111111111111
5;69;1;"PV1";0.788888888888889
5;70;1;"PV1";0.711111111111111
5;71;1;"PV1";0.822222222222222
5;72;1;"PV1";0.888888888888889
5;73;1;"PV1";0.844444444444444
5;74;1;"PV1";0.711111111111111
5;75;1;"PV1";0.755555555555556
5;76;1;"PV1";0.722222222222222
5;77;1;"PV1";0.8
5;78;1;"PV1";0.666666666666667
5;79;1;"PV1";0.6
5;80;1;"PV1";0.711111111111111
5;81;1;"PV1";0.766666666666667
5;82;1;"PV1";0.822222222222222
5;83;1;"PV1";0.744444444444444
5;84;1;"PV1";0.8
5;85;1;"PV1";0.655555555555556
5;86;1;"PV1";0.766666666666667
5;87;1;"PV1";0.811111111111111
5;88;1;"PV1";0
5;89;1;"PV1";0.755555555555556
5;90;1;"PV1";0.855555555555556
5;91;1;"PV1";0.677777777777778
5;92;1;"PV1";0.811111111111111
5;93;1;"PV1";0.733333333333333
5;94;1;"PV1";0.877777777777778
5;95;1;"PV1";0.822222222222222
5;96;1;"PV1";0.766666666666667
5;97;1;"PV1";0.822222222222222
5;98;1;"PV1";0.7
5;99;1;"PV1";0.822222222222222
5;100;1;"PV1";0.733333333333333
6;1;1;"PV2";0.766666666666667
6;2;1;"PV2";0.788888888888889
6;3;1;"PV2";0.655555555555556
6;4;1;"PV2";0.888888888888889
6;5;1;"PV2";0.688888888888889
6;6;1;"PV2";0.877777777777778
6;7;1;"PV2";0.688888888888889
6;8;1;"PV2";0.833333333333333
6;9;1;"PV2";0.755555555555556
6;10;1;"PV2";0.766666666666667
6;11;1;"PV2";0.644444444444444
6;12;1;"PV2";0.855555555555556
6;13;1;"PV2";0.833333333333333
6;14;1;"PV2";0.8
6;15;1;"PV2";0.8
6;16;1;"PV2";0.588888888888889
6;17;1;"PV2";0.877777777777778
6;18;1;"PV2";0.711111111111111
6;19;1;"PV2";0.8
6;20;1;"PV2";0.644444444444444
6;21;1;"PV2";0.855555555555556
6;22;1;"PV2";0.822222222222222
6;23;1;"PV2";0.811111111111111
6;24;1;"PV2";0.811111111111111
6;25;1;"PV2";0.655555555555556
6;26;1;"PV2";0.733333333333333
6;27;1;"PV2";0.666666666666667
6;28;1;"PV2";0.8
6;29;1;"PV2";0.788888888888889
6;30;1;"PV2";0.744444444444444
6;31;1;"PV2";0.866666666666667
6;32;1;"PV2";0.833333333333333
6;33;1;"PV2";0.522222222222222
6;34;1;"PV2";0.955555555555556
6;35;1;"PV2";0.722222222222222
6;36;1;"PV2";0.811111111111111
6;37;1;"PV2";0.788888888888889
6;38;1;"PV2";0.655555555555556
6;39;1;"PV2";0.744444444444444
6;40;1;"PV2";0.833333333333333
6;41;1;"PV2";0.733333333333333
6;42;1;"PV2";0.888888888888889
6;43;1;"PV2";0.688888888888889
6;44;1;"PV2";0.766666666666667
6;45;1;"PV2";0.633333333333333
6;46;1;"PV2";0.888888888888889
6;47;1;"PV2";0.7
6;48;1;"PV2";0.711111111111111
6;49;1;"PV2";0.522222222222222
6;50;1;"PV2";0.811111111111111
6;51;1;"PV2";0.888888888888889
6;52;1;"PV2";0.855555555555556
6;53;1;"PV2";0.666666666666667
6;54;1;"PV2";0.811111111111111
6;55;1;"PV2";0.688888888888889
6;56;1;"PV2";0.822222222222222
6;57;1;"PV2";0.677777777777778
6;58;1;"PV2";0.877777777777778
6;59;1;"PV2";0.922222222222222
6;60;1;"PV2";0.8
6;61;1;"PV2";0.666666666666667
6;62;1;"PV2";0.755555555555556
6;63;1;"PV2";0.755555555555556
6;64;1;"PV2";0.611111111111111
6;65;1;"PV2";0.833333333333333
6;66;1;"PV2";0.822222222222222
6;67;1;"PV2";0.766666666666667
6;68;1;"PV2";0.788888888888889
6;69;1;"PV2";0.766666666666667
6;70;1;"PV2";0.6
6;71;1;"PV2";0.9
6;72;1;"PV2";0.588888888888889
6;73;1;"PV2";0.866666666666667
6;74;1;"PV2";0.866666666666667
6;75;1;"PV2";0.655555555555556
6;76;1;"PV2";0.822222222222222
6;77;1;"PV2";0.933333333333333
6;78;1;"PV2";0.888888888888889
6;79;1;"PV2";0.722222222222222
6;80;1;"PV2";0.9
6;81;1;"PV2";0.8
6;82;1;"PV2";0.777777777777778
6;83;1;"PV2";0.9
6;84;1;"PV2";0.788888888888889
6;85;1;"PV2";0.844444444444444
6;86;1;"PV2";0.755555555555556
6;87;1;"PV2";0.911111111111111
6;88;1;"PV2";0.677777777777778
6;89;1;"PV2";0.788888888888889
6;90;1;"PV2";0.555555555555556
6;91;1;"PV2";0.666666666666667
6;92;1;"PV2";0.811111111111111
6;93;1;"PV2";0.844444444444444
6;94;1;"PV2";0.777777777777778
6;95;1;"PV2";0.833333333333333
6;96;1;"PV2";0.833333333333333
6;97;1;"PV2";0.844444444444444
6;98;1;"PV2";0.633333333333333
6;99;1;"PV2";0.777777777777778
6;100;1;"PV2";0.811111111111111
7;1;1;"PV3";0.677777777777778
7;2;1;"PV3";0.7
7;3;1;"PV3";0.877777777777778
7;4;1;"PV3";0.822222222222222
7;5;1;"PV3";0.733333333333333
7;6;1;"PV3";0.622222222222222
7;7;1;"PV3";0.866666666666667
7;8;1;"PV3";0.855555555555556
7;9;1;"PV3";0.733333333333333
7;10;1;"PV3";0.633333333333333
7;11;1;"PV3";0.777777777777778
7;12;1;"PV3";0.788888888888889
7;13;1;"PV3";0.788888888888889
7;14;1;"PV3";0.755555555555556
7;15;1;"PV3";0.733333333333333
7;16;1;"PV3";0.777777777777778
7;17;1;"PV3";0.766666666666667
7;18;1;"PV3";0.811111111111111
7;19;1;"PV3";0.744444444444444
7;20;1;"PV3";0.766666666666667
7;21;1;"PV3";0.888888888888889
7;22;1;"PV3";0.733333333333333
7;23;1;"PV3";0.744444444444444
7;24;1;"PV3";0.677777777777778
7;25;1;"PV3";0.888888888888889
7;26;1;"PV3";0.777777777777778
7;27;1;"PV3";0.755555555555556
7;28;1;"PV3";0.711111111111111
7;29;1;"PV3";0.511111111111111
7;30;1;"PV3";0.822222222222222
7;31;1;"PV3";0.822222222222222
7;32;1;"PV3";0.722222222222222
7;33;1;"PV3";0.666666666666667
7;34;1;"PV3";0.822222222222222
7;35;1;"PV3";0.766666666666667
7;36;1;"PV3";0.733333333333333
7;37;1;"PV3";0.866666666666667
7;38;1;"PV3";0.577777777777778
7;39;1;"PV3";0.744444444444444
7;40;1;"PV3";0.755555555555556
7;41;1;"PV3";0.733333333333333
7;42;1;"PV3";0.766666666666667
7;43;1;"PV3";0.755555555555556
7;44;1;"PV3";0.844444444444444
7;45;1;"PV3";0.322222222222222
7;46;1;"PV3";0.888888888888889
7;47;1;"PV3";0.655555555555556
7;48;1;"PV3";0.755555555555556
7;49;1;"PV3";0.911111111111111
7;50;1;"PV3";0.677777777777778
7;51;1;"PV3";0.866666666666667
7;52;1;"PV3";0.644444444444444
7;53;1;"PV3";0.722222222222222
7;54;1;"PV3";0.755555555555556
7;55;1;"PV3";0.988888888888889
7;56;1;"PV3";0.777777777777778
7;57;1;"PV3";0.866666666666667
7;58;1;"PV3";0.677777777777778
7;59;1;"PV3";0.677777777777778
7;60;1;"PV3";0.8
7;61;1;"PV3";0.855555555555556
7;62;1;"PV3";0.688888888888889
7;63;1;"PV3";0.866666666666667
7;64;1;"PV3";0.744444444444444
7;65;1;"PV3";0.744444444444444
7;66;1;"PV3";0.833333333333333
7;67;1;"PV3";0.822222222222222
7;68;1;"PV3";0.677777777777778
7;69;1;"PV3";0.666666666666667
7;70;1;"PV3";0.777777777777778
7;71;1;"PV3";0.677777777777778
7;72;1;"PV3";0.677777777777778
7;73;1;"PV3";0.733333333333333
7;74;1;"PV3";0.733333333333333
7;75;1;"PV3";0.833333333333333
7;76;1;"PV3";0.688888888888889
7;77;1;"PV3";0.8
7;78;1;"PV3";0.644444444444444
7;79;1;"PV3";0.633333333333333
7;80;1;"PV3";0.722222222222222
7;81;1;"PV3";0.7
7;82;1;"PV3";0.755555555555556
7;83;1;"PV3";0.677777777777778
7;84;1;"PV3";0.6
7;85;1;"PV3";0.588888888888889
7;86;1;"PV3";0.755555555555556
7;87;1;"PV3";0.844444444444444
7;88;1;"PV3";0.777777777777778
7;89;1;"PV3";0.811111111111111
7;90;1;"PV3";0.8
7;91;1;"PV3";0.844444444444444
7;92;1;"PV3";0.733333333333333
7;93;1;"PV3";0.644444444444444
7;94;1;"PV3";0.922222222222222
7;95;1;"PV3";0.844444444444444
7;96;1;"PV3";0.722222222222222
7;97;1;"PV3";0.855555555555556
7;98;1;"PV3";0.511111111111111
7;99;1;"PV3";0.744444444444444
7;100;1;"PV3";0.822222222222222
8;1;1;"PV4";0.844444444444444
8;2;1;"PV4";0.744444444444444
8;3;1;"PV4";0.966666666666667
8;4;1;"PV4";0.688888888888889
8;5;1;"PV4";0.777777777777778
8;6;1;"PV4";0.288888888888889
8;7;1;"PV4";0.922222222222222
8;8;1;"PV4";0.677777777777778
8;9;1;"PV4";0.788888888888889
8;10;1;"PV4";0.8
8;11;1;"PV4";0.677777777777778
8;12;1;"PV4";0.733333333333333
8;13;1;"PV4";0.633333333333333
8;14;1;"PV4";0.7
8;15;1;"PV4";0.855555555555556
8;16;1;"PV4";0.833333333333333
8;17;1;"PV4";0.844444444444444
8;18;1;"PV4";0.822222222222222
8;19;1;"PV4";0.722222222222222
8;20;1;"PV4";0.666666666666667
8;21;1;"PV4";0.766666666666667
8;22;1;"PV4";0.733333333333333
8;23;1;"PV4";0.6
8;24;1;"PV4";0.755555555555556
8;25;1;"PV4";0.844444444444444
8;26;1;"PV4";0.777777777777778
8;27;1;"PV4";0.877777777777778
8;28;1;"PV4";0.9
8;29;1;"PV4";0.9
8;30;1;"PV4";0.822222222222222
8;31;1;"PV4";0.744444444444444
8;32;1;"PV4";0.7
8;33;1;"PV4";0.711111111111111
8;34;1;"PV4";0.911111111111111
8;35;1;"PV4";0.811111111111111
8;36;1;"PV4";0.666666666666667
8;37;1;"PV4";0.722222222222222
8;38;1;"PV4";0.811111111111111
8;39;1;"PV4";0.677777777777778
8;40;1;"PV4";0.788888888888889
8;41;1;"PV4";0.466666666666667
8;42;1;"PV4";0.811111111111111
8;43;1;"PV4";0.8
8;44;1;"PV4";0.822222222222222
8;45;1;"PV4";0.855555555555556
8;46;1;"PV4";0.877777777777778
8;47;1;"PV4";0.677777777777778
8;48;1;"PV4";0.8
8;49;1;"PV4";0.655555555555556
8;50;1;"PV4";0.877777777777778
8;51;1;"PV4";0.788888888888889
